#Re    B    Pr    Pe    BPe    t    avg_uh    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    3.9936e+01    2.6052e+00    1.2846e+00    1.0274e+02    5.2040e-01    5.5562e-01    1.2594e+00    5.7746e+01    5.9923e-01    6.8562e-01    1.3027e+00    1.3495e+02    4.6398e-01    4.9118e-01    1.2663e+00    5.5592e+01    6.0743e-01    6.9492e-01    1.2917e+00    1.2085e+02    4.8698e-01    5.1663e-01    1.2488e+00    1.2488e+00    5.8518e-01    6.6902e-01    1.3362e+00    1.6166e+02    4.2724e-01    4.5252e-01    4.1718e-01    5.8282e-01    2.7749e-01    7.2251e-01    5.8989e-01    4.1011e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    4.0968e+01    2.4567e+00    1.6924e+00    1.6601e+02    5.0641e-01    5.0482e-01    1.3764e+00    6.9177e+01    5.8634e-01    6.6552e-01    1.9174e+00    2.3495e+02    4.4950e-01    4.4937e-01    1.3956e+00    6.6418e+01    5.9501e-01    6.7755e-01    1.8104e+00    2.0560e+02    4.7119e-01    4.6824e-01    1.3672e+00    1.3672e+00    5.7245e-01    6.4764e-01    2.1310e+00    2.8959e+02    4.1733e-01    4.2392e-01    4.1585e-01    5.8415e-01    2.8444e-01    7.1556e-01    5.7425e-01    4.2575e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    4.1978e+01    2.3125e+00    1.4906e+00    1.6707e+02    5.0459e-01    4.7152e-01    1.4643e+00    6.9835e+01    6.0219e-01    6.7709e-01    1.5077e+00    2.3008e+02    4.4134e-01    3.9587e-01    1.4980e+00    6.7114e+01    6.1144e-01    6.9060e-01    1.4878e+00    2.0514e+02    4.6389e-01    4.2037e-01    1.4273e+00    1.4273e+00    5.8832e-01    6.5661e-01    1.5634e+00    2.7325e+02    4.0839e-01    3.6393e-01    3.9324e-01    6.0676e-01    2.7586e-01    7.2414e-01    5.3464e-01    4.6536e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    4.3306e+01    2.0718e+00    1.4680e+00    1.2105e+02    5.0810e-01    5.4808e-01    1.3798e+00    6.4650e+01    5.8542e-01    6.8095e-01    1.5218e+00    1.5542e+02    4.6097e-01    4.9473e-01    1.3763e+00    6.3078e+01    5.9056e-01    6.8573e-01    1.5027e+00    1.4297e+02    4.7691e-01    5.1244e-01    1.3842e+00    1.3842e+00    5.7661e-01    6.7201e-01    1.5533e+00    1.7544e+02    4.3843e-01    4.6960e-01    3.7871e-01    6.2129e-01    2.7444e-01    7.2556e-01    5.0418e-01    4.9582e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    4.4834e+01    1.8690e+00    1.0918e+00    1.0277e+02    5.0788e-01    5.1512e-01    1.0389e+00    5.6170e+01    5.8338e-01    6.4907e-01    1.1267e+00    1.3346e+02    4.5817e-01    4.5776e-01    1.0462e+00    5.5273e+01    5.8713e-01    6.5432e-01    1.1114e+00    1.2318e+02    4.7384e-01    4.7432e-01    1.0316e+00    1.0316e+00    5.7608e-01    6.4041e-01    1.1548e+00    1.4964e+02    4.3661e-01    4.3557e-01    3.9704e-01    6.0296e-01    3.0046e-01    6.9954e-01    5.1099e-01    4.8901e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    4.6556e+01    1.9088e+00    8.5270e-01    7.3300e+01    5.1677e-01    5.3774e-01    8.3456e-01    4.4255e+01    5.8531e-01    6.5348e-01    8.6640e-01    9.5238e+01    4.6500e-01    4.7636e-01    8.4892e-01    4.3214e+01    5.9112e-01    6.6267e-01    8.5453e-01    8.7896e+01    4.8070e-01    4.9295e-01    8.2509e-01    8.2509e-01    5.7702e-01    6.4241e-01    8.8674e-01    1.0705e+02    4.4248e-01    4.5306e-01    4.3029e-01    5.6971e-01    3.2665e-01    6.7335e-01    5.5217e-01    4.4783e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    4.8347e+01    1.8008e+00    1.0077e+00    8.5357e+01    5.1678e-01    5.4140e-01    9.6499e-01    5.1105e+01    5.8767e-01    6.5377e-01    1.0393e+00    1.1068e+02    4.6437e-01    4.8426e-01    9.7196e-01    5.0096e+01    5.9306e-01    6.5989e-01    1.0253e+00    1.0270e+02    4.7926e-01    4.9958e-01    9.5825e-01    9.5825e-01    5.8005e-01    6.4484e-01    1.0647e+00    1.2289e+02    4.4391e-01    4.6420e-01    4.2510e-01    5.7490e-01    3.2972e-01    6.7028e-01    5.3530e-01    4.6470e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    5.0185e+01    1.6157e+00    8.7956e-01    9.5091e+01    4.8322e-01    4.8051e-01    8.5187e-01    5.4405e+01    5.5933e-01    6.1026e-01    8.9823e-01    1.2253e+02    4.3189e-01    4.2299e-01    8.5452e-01    5.3635e+01    5.6253e-01    6.1438e-01    8.9164e-01    1.1510e+02    4.4495e-01    4.3652e-01    8.4908e-01    8.4908e-01    5.5422e-01    6.0426e-01    9.0899e-01    1.3322e+02    4.1466e-01    4.0558e-01    4.0277e-01    5.9723e-01    3.2550e-01    6.7450e-01    4.9129e-01    5.0871e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    5.2003e+01    1.4472e+00    9.2790e-01    8.4257e+01    4.9790e-01    5.2410e-01    9.0018e-01    4.9929e+01    5.6379e-01    6.4323e-01    9.4811e-01    1.0927e+02    4.4988e-01    4.6457e-01    9.0007e-01    4.9235e+01    5.6629e-01    6.4641e-01    9.4353e-01    1.0393e+02    4.5948e-01    4.7586e-01    9.0031e-01    9.0031e-01    5.6018e-01    6.3891e-01    9.5435e-01    1.1624e+02    4.3821e-01    4.5085e-01    4.2155e-01    5.7845e-01    3.5966e-01    6.4034e-01    4.8936e-01    5.1064e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    5.4014e+01    1.6636e+00    7.2380e-01    6.1138e+01    5.1332e-01    5.4210e-01    7.2512e-01    4.0202e+01    5.7736e-01    6.4333e-01    7.2274e-01    7.8072e+01    4.6151e-01    4.8072e-01    7.2885e-01    3.9592e+01    5.8121e-01    6.4800e-01    7.2097e-01    7.3236e+01    4.7519e-01    4.9608e-01    7.1930e-01    7.1930e-01    5.7136e-01    6.3616e-01    7.2924e-01    8.5297e+01    4.4320e-01    4.6090e-01    4.4716e-01    5.5284e-01    3.5961e-01    6.4039e-01    5.4712e-01    4.5288e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    5.5974e+01    1.5610e+00    8.8451e-01    7.0243e+01    5.1606e-01    5.5737e-01    8.7976e-01    4.4616e+01    5.8031e-01    6.6351e-01    8.8839e-01    9.1153e+01    4.6364e-01    4.9357e-01    8.8761e-01    4.3971e+01    5.8391e-01    6.6873e-01    8.8269e-01    8.5722e+01    4.7609e-01    5.0732e-01    8.7259e-01    8.7259e-01    5.7494e-01    6.5644e-01    8.9828e-01    9.8609e+01    4.4810e-01    4.7670e-01    4.4932e-01    5.5068e-01    3.7074e-01    6.2926e-01    5.3581e-01    4.6419e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    5.7756e+01    1.4772e+00    8.1260e-01    7.8621e+01    4.9566e-01    5.0825e-01    7.6169e-01    4.5124e+01    5.6252e-01    6.2798e-01    8.5257e-01    1.0492e+02    4.4317e-01    4.4831e-01    7.6469e-01    4.4392e+01    5.6592e-01    6.3270e-01    8.4117e-01    9.9033e+01    4.5376e-01    4.5928e-01    7.5923e-01    7.5923e-01    5.5818e-01    6.2215e-01    8.6870e-01    1.1279e+02    4.2995e-01    4.3509e-01    4.3977e-01    5.6023e-01    3.7355e-01    6.2645e-01    5.1244e-01    4.8756e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    5.9754e+01    1.3631e+00    5.4116e-01    5.2518e+01    4.9411e-01    5.0749e-01    4.9972e-01    3.2326e+01    5.5602e-01    6.0721e-01    5.8113e-01    7.1993e+01    4.3440e-01    4.4666e-01    4.9961e-01    3.1871e+01    5.5966e-01    6.1053e-01    5.7270e-01    6.8188e+01    4.4437e-01    4.5649e-01    5.0008e-01    5.0008e-01    5.5148e-01    6.0282e-01    5.9212e-01    7.6795e+01    4.2295e-01    4.3536e-01    4.9095e-01    5.0905e-01    4.3146e-01    5.6854e-01    5.5368e-01    4.4632e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    6.1881e+01    1.4794e+00    5.2842e-01    5.0723e+01    4.9708e-01    5.1023e-01    4.7983e-01    3.2781e+01    5.5025e-01    5.9411e-01    5.7762e-01    6.8888e+01    4.4325e-01    4.5608e-01    4.7876e-01    3.2258e+01    5.5408e-01    5.9745e-01    5.6580e-01    6.4622e+01    4.5418e-01    4.6683e-01    4.8267e-01    4.8267e-01    5.4566e-01    5.9053e-01    5.9233e-01    7.4822e+01    4.2923e-01    4.4185e-01    5.0308e-01    4.9692e-01    4.2943e-01    5.7057e-01    5.8275e-01    4.1725e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    6.3846e+01    1.4952e+00    7.4772e-01    6.7961e+01    4.9999e-01    5.2386e-01    6.9931e-01    4.2571e+01    5.6001e-01    6.2160e-01    7.8778e-01    8.8977e+01    4.5032e-01    4.6960e-01    7.0033e-01    4.1953e+01    5.6356e-01    6.2537e-01    7.7689e-01    8.3967e+01    4.6088e-01    4.8058e-01    6.9840e-01    6.9840e-01    5.5520e-01    6.1641e-01    8.0379e-01    9.5811e+01    4.3723e-01    4.5621e-01    4.5287e-01    5.4713e-01    3.8097e-01    6.1903e-01    5.3200e-01    4.6800e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    6.5770e+01    1.5145e+00    8.0791e-01    6.9930e+01    5.1225e-01    5.3603e-01    7.6701e-01    4.2998e+01    5.7643e-01    6.4078e-01    8.4088e-01    9.1645e+01    4.6051e-01    4.7850e-01    7.6954e-01    4.2392e+01    5.7993e-01    6.4479e-01    8.3075e-01    8.6324e+01    4.7197e-01    4.9041e-01    7.6501e-01    7.6501e-01    5.7172e-01    6.3562e-01    8.5580e-01    9.9045e+01    4.4585e-01    4.6353e-01    4.4638e-01    5.5362e-01    3.7317e-01    6.2683e-01    5.2755e-01    4.7245e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    6.7626e+01    1.3692e+00    6.1750e-01    6.0009e+01    4.9541e-01    5.0715e-01    6.0360e-01    3.8233e+01    5.6169e-01    6.1221e-01    6.2956e-01    7.8910e+01    4.3789e-01    4.4377e-01    6.0719e-01    3.7718e+01    5.6525e-01    6.1683e-01    6.2459e-01    7.5359e+01    4.4733e-01    4.5320e-01    5.9983e-01    5.9983e-01    5.5737e-01    6.0680e-01    6.3708e-01    8.3449e+01    4.2672e-01    4.3293e-01    4.6465e-01    5.3535e-01    4.0778e-01    5.9222e-01    5.2578e-01    4.7422e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    6.9624e+01    1.4773e+00    7.2426e-01    5.4823e+01    5.2747e-01    5.6917e-01    6.5003e-01    3.4632e+01    5.8172e-01    6.5242e-01    7.9649e-01    7.4470e+01    4.7469e-01    5.1680e-01    6.4866e-01    3.4183e+01    5.8531e-01    6.5489e-01    7.7901e-01    6.9772e+01    4.8558e-01    5.2753e-01    6.5211e-01    6.5211e-01    5.7696e-01    6.4908e-01    8.2074e-01    8.0988e+01    4.6130e-01    5.0333e-01    4.9317e-01    5.0683e-01    4.2004e-01    5.7996e-01    5.7212e-01    4.2788e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.1590e+01    1.5280e+00    6.9865e-01    6.3732e+01    5.0993e-01    5.2295e-01    6.2116e-01    3.7659e+01    5.6760e-01    6.2256e-01    7.7103e-01    8.8085e+01    4.5606e-01    4.6676e-01    6.2063e-01    3.6889e+01    5.7187e-01    6.2720e-01    7.5223e-01    8.2167e+01    4.6738e-01    4.7794e-01    6.2390e-01    6.2390e-01    5.6238e-01    6.1691e-01    7.9540e-01    9.6073e+01    4.4204e-01    4.5293e-01    4.8294e-01    5.1706e-01    4.0715e-01    5.9285e-01    5.6412e-01    4.3588e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.3658e+01    1.5106e+00    6.2661e-01    5.0840e+01    5.2547e-01    5.5207e-01    6.1909e-01    3.2432e+01    5.8632e-01    6.5622e-01    6.3461e-01    7.0430e+01    4.6070e-01    4.7397e-01    6.2251e-01    3.1764e+01    5.9119e-01    6.6214e-01    6.2979e-01    6.5632e+01    4.7451e-01    4.8969e-01    6.1549e-01    6.1549e-01    5.8037e-01    6.4876e-01    6.4326e-01    7.7068e+01    4.4326e-01    4.5494e-01    5.1556e-01    4.8444e-01    4.3674e-01    5.6326e-01    5.9956e-01    4.0044e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.5705e+01    1.6796e+00    6.4659e-01    6.2301e+01    5.0976e-01    5.0929e-01    6.4581e-01    3.8282e+01    5.7733e-01    6.2783e-01    6.4727e-01    8.2924e+01    4.5175e-01    4.3838e-01    6.5117e-01    3.7603e+01    5.8270e-01    6.3393e-01    6.4389e-01    7.6892e+01    4.6667e-01    4.5575e-01    6.3775e-01    6.3775e-01    5.6981e-01    6.1871e-01    6.5799e-01    9.1939e+01    4.3238e-01    4.1714e-01    4.6197e-01    5.3803e-01    3.7138e-01    6.2862e-01    5.6307e-01    4.3693e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.7663e+01    1.5952e+00    8.7294e-01    7.7816e+01    4.9860e-01    5.2870e-01    8.3325e-01    4.9287e+01    5.6428e-01    6.2834e-01    9.0162e-01    9.8433e+01    4.5113e-01    4.7807e-01    8.2771e-01    4.8466e+01    5.6710e-01    6.3070e-01    8.9652e-01    9.3116e+01    4.6288e-01    4.9052e-01    8.3764e-01    8.3764e-01    5.6000e-01    6.2414e-01    9.0916e-01    1.0590e+02    4.3560e-01    4.6193e-01    4.1951e-01    5.8049e-01    3.4268e-01    6.5732e-01    5.0642e-01    4.9358e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.9738e+01    1.4142e+00    7.2561e-01    6.4603e+01    5.1365e-01    5.2901e-01    6.6790e-01    3.9008e+01    5.7562e-01    6.3130e-01    7.7647e-01    8.7159e+01    4.5903e-01    4.7114e-01    6.6793e-01    3.8420e+01    5.7853e-01    6.3483e-01    7.6490e-01    8.2435e+01    4.6946e-01    4.8129e-01    6.6833e-01    6.6833e-01    5.7163e-01    6.2680e-01    7.9195e-01    9.3332e+01    4.4651e-01    4.5903e-01    4.6844e-01    5.3156e-01    4.0514e-01    5.9486e-01    5.3659e-01    4.6341e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    8.2045e+01    1.3971e+00    5.4045e-01    4.5454e+01    5.2604e-01    5.4317e-01    5.0286e-01    3.0333e+01    5.7998e-01    6.2375e-01    5.8052e-01    6.1576e+01    4.6854e-01    4.8527e-01    5.0195e-01    2.9865e+01    5.8385e-01    6.2696e-01    5.7195e-01    5.8206e+01    4.7875e-01    4.9562e-01    5.0429e-01    5.0429e-01    5.7567e-01    6.1986e-01    5.9175e-01    6.6061e+01    4.5564e-01    4.7251e-01    5.1602e-01    4.8398e-01    4.4995e-01    5.5005e-01    5.8652e-01    4.1348e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    8.4273e+01    1.3888e+00    6.8592e-01    6.1523e+01    5.0640e-01    5.2716e-01    6.1921e-01    3.7717e+01    5.6424e-01    6.2146e-01    7.4560e-01    8.2821e+01    4.5465e-01    4.7375e-01    6.1951e-01    3.7224e+01    5.6745e-01    6.2467e-01    7.3230e-01    7.8493e+01    4.6376e-01    4.8265e-01    6.1994e-01    6.1994e-01    5.6015e-01    6.1734e-01    7.6230e-01    8.8260e+01    4.4418e-01    4.6343e-01    4.7219e-01    5.2781e-01    4.1119e-01    5.8881e-01    5.3653e-01    4.6347e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    8.6587e+01    1.3451e+00    4.9093e-01    4.6029e+01    5.0148e-01    5.1610e-01    4.7248e-01    3.2811e+01    5.4990e-01    5.9016e-01    5.0875e-01    5.8798e+01    4.5469e-01    4.6388e-01    4.7256e-01    3.2521e+01    5.5245e-01    5.9235e-01    5.0495e-01    5.6336e+01    4.6258e-01    4.7266e-01    4.7286e-01    4.7286e-01    5.4683e-01    5.8749e-01    5.1339e-01    6.1968e+01    4.4512e-01    4.5310e-01    4.9137e-01    5.0863e-01    4.3279e-01    5.6721e-01    5.5408e-01    4.4592e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.0399e+02    1.4612e+00    6.4246e-01    6.0333e+01    4.9660e-01    5.1570e-01    5.8805e-01    3.8719e+01    5.5294e-01    6.0298e-01    6.9058e-01    7.9450e+01    4.4678e-01    4.6501e-01    5.8599e-01    3.8259e+01    5.5614e-01    6.0500e-01    6.7991e-01    7.4976e+01    4.5710e-01    4.7557e-01    5.8929e-01    5.8929e-01    5.4870e-01    5.9957e-01    7.0657e-01    8.5626e+01    4.3378e-01    4.5211e-01    4.6934e-01    5.3066e-01    3.9880e-01    6.0120e-01    5.4665e-01    4.5335e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.2032e+02    1.3985e+00    6.9640e-01    6.6773e+01    4.9276e-01    5.1051e-01    6.3674e-01    4.2550e+01    5.5000e-01    5.9943e-01    7.4693e-01    8.7291e+01    4.4427e-01    4.6111e-01    6.3471e-01    4.1988e+01    5.5307e-01    6.0185e-01    7.3725e-01    8.3188e+01    4.5281e-01    4.6985e-01    6.3863e-01    6.3863e-01    5.4615e-01    5.9599e-01    7.5985e-01    9.2567e+01    4.3411e-01    4.5081e-01    4.5860e-01    5.4140e-01    3.9842e-01    6.0158e-01    5.2346e-01    4.7654e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.3871e+02    1.3644e+00    5.3449e-01    5.0433e+01    4.9896e-01    5.1452e-01    4.9545e-01    3.4171e+01    5.4841e-01    5.9182e-01    5.7424e-01    6.6988e+01    4.4862e-01    4.6156e-01    4.9458e-01    3.3720e+01    5.5117e-01    5.9460e-01    5.6626e-01    6.3737e+01    4.5740e-01    4.7046e-01    4.9598e-01    4.9598e-01    5.4484e-01    5.8808e-01    5.8554e-01    7.1232e+01    4.3815e-01    4.5116e-01    5.0446e-01    4.9554e-01    4.4321e-01    5.5679e-01    5.6997e-01    4.3003e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.5608e+02    1.5458e+00    7.8676e-01    7.2332e+01    5.0657e-01    5.2101e-01    7.3309e-01    4.5046e+01    5.7146e-01    6.1940e-01    8.3146e-01    9.5057e+01    4.5253e-01    4.6658e-01    7.3279e-01    4.4325e+01    5.7566e-01    6.2310e-01    8.1945e-01    8.9294e+01    4.6473e-01    4.7854e-01    7.3346e-01    7.3346e-01    5.6585e-01    6.1405e-01    8.4917e-01    1.0305e+02    4.3716e-01    4.5177e-01    4.5439e-01    5.4561e-01    3.7719e-01    6.2281e-01    5.3936e-01    4.6064e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.7457e+02    1.4595e+00    7.0841e-01    6.2755e+01    4.9881e-01    5.3026e-01    6.4696e-01    3.9023e+01    5.5570e-01    6.2377e-01    7.5991e-01    8.2642e+01    4.5113e-01    4.7904e-01    6.4754e-01    3.8504e+01    5.5915e-01    6.2711e-01    7.4696e-01    7.8110e+01    4.6060e-01    4.8883e-01    6.4611e-01    6.4611e-01    5.5100e-01    6.1912e-01    7.7897e-01    8.8810e+01    4.3970e-01    4.6727e-01    4.5592e-01    5.4408e-01    3.8769e-01    6.1231e-01    5.3106e-01    4.6894e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.9277e+02    1.2253e+00    5.0879e-01    4.2997e+01    5.1022e-01    5.4198e-01    4.7337e-01    2.9615e+01    5.5791e-01    6.1515e-01    5.4913e-01    5.8239e+01    4.5589e-01    4.8530e-01    4.7332e-01    2.9386e+01    5.6003e-01    6.1696e-01    5.4295e-01    5.6107e+01    4.6224e-01    4.9179e-01    4.7359e-01    4.7359e-01    5.5545e-01    6.1301e-01    5.5652e-01    6.0766e+01    4.4885e-01    4.7804e-01    5.3250e-01    4.6750e-01    4.9063e-01    5.0937e-01    5.7565e-01    4.2435e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    2.1051e+02    1.3690e+00    4.7216e-01    4.4541e+01    4.9951e-01    5.1458e-01    4.6105e-01    3.0775e+01    5.5267e-01    5.9970e-01    4.8384e-01    5.9004e+01    4.4366e-01    4.5055e-01    4.6190e-01    3.0406e+01    5.5610e-01    6.0303e-01    4.8053e-01    5.6064e+01    4.5338e-01    4.6153e-01    4.6058e-01    4.6058e-01    5.4866e-01    5.9581e-01    4.8813e-01    6.2880e+01    4.3172e-01    4.3703e-01    5.1236e-01    4.8764e-01    4.4913e-01    5.5087e-01    5.7974e-01    4.2026e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    2.2856e+02    1.3914e+00    5.0392e-01    4.8663e+01    4.9216e-01    5.0873e-01    4.8864e-01    3.3728e+01    5.4511e-01    5.9163e-01    5.1851e-01    6.2922e+01    4.4161e-01    4.5177e-01    4.8845e-01    3.3401e+01    5.4713e-01    5.9389e-01    5.1531e-01    5.9897e+01    4.5170e-01    4.6246e-01    4.8865e-01    4.8865e-01    5.4207e-01    5.8849e-01    5.2322e-01    6.6985e+01    4.2906e-01    4.3855e-01    4.8841e-01    5.1159e-01    4.2397e-01    5.7603e-01    5.5833e-01    4.4167e-01    



# Index 005: Re = 600.00, Pe =  60.00, B =   3.00
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    4.5406e+00    1.3373e+00    2.1175e-13    5.3347e+00    3.3440e-12    1.1908e-12    2.1900e-13    2.7361e+00    5.8368e-12    2.4012e-12    2.0562e-13    7.5308e+00    1.2371e-12    8.1912e-13    2.1766e-13    2.6291e+00    6.3016e-12    2.4837e-12    2.0782e-13    7.1360e+00    1.3748e-12    8.7367e-13    2.2185e-13    2.2185e-13    5.4468e-12    2.3180e-12    2.0092e-13    7.9769e+00    1.0886e-12    7.5564e-13    4.5805e-01    5.4195e-01    3.9969e-01    6.0031e-01    5.1751e-01    4.8249e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    7.3839e+00    1.8883e+00    4.2092e-12    8.4613e+00    6.5256e-11    1.4924e-11    5.3372e-12    3.0673e+00    1.4276e-10    5.2200e-11    3.5076e-12    1.1816e+01    1.7050e-11    8.9053e-12    5.3575e-12    2.9860e+00    1.7012e-10    5.3827e-11    3.7427e-12    1.0685e+01    2.2666e-11    1.0508e-11    5.4251e-12    5.4251e-12    1.2111e-10    4.8984e-11    3.0272e-12    1.3456e+01    1.0965e-11    6.7490e-12    3.8346e-01    6.1654e-01    2.8884e-01    7.1116e-01    4.9290e-01    5.0710e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    9.9056e+00    2.4770e+00    9.2069e-11    1.4206e+01    3.9317e-10    1.9443e-10    9.3601e-11    5.7005e+00    8.2510e-10    4.9259e-10    9.1510e-11    1.7311e+01    2.3553e-10    1.5859e-10    9.1018e-11    5.5530e+00    9.1216e-10    4.9173e-10    9.2299e-11    1.6097e+01    2.7978e-10    1.7202e-10    9.6931e-11    9.6931e-11    7.0771e-10    4.6844e-10    8.8653e-11    1.9826e+01    1.7218e-10    1.3415e-10    2.6738e-01    7.3262e-01    1.7931e-01    8.2069e-01    4.1266e-01    5.8734e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.1939e+01    2.9180e+00    7.5469e-09    1.6560e+01    3.9023e-08    1.3672e-08    8.4696e-09    5.4760e+00    9.4968e-08    4.6400e-08    7.2245e-09    2.0431e+01    1.9478e-08    1.0608e-08    8.2781e-09    5.0023e+00    1.1681e-07    4.9646e-08    7.4154e-09    1.8638e+01    2.5034e-08    1.1936e-08    8.5439e-09    8.5439e-09    7.3241e-08    4.0185e-08    6.7810e-09    2.4380e+01    1.2738e-08    8.3442e-09    2.5890e-01    7.4110e-01    1.5242e-01    8.4758e-01    4.3443e-01    5.6557e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.3780e+01    3.1286e+00    2.9946e-07    1.5434e+01    1.7400e-06    5.8210e-07    4.1126e-07    5.7430e+00    4.1831e-06    2.1483e-06    2.5814e-07    1.9016e+01    8.3685e-07    4.0725e-07    3.9479e-07    5.3831e+00    5.0995e-06    2.2001e-06    2.8147e-07    1.7330e+01    1.1060e-06    4.8725e-07    3.8292e-07    3.8292e-07    3.1624e-06    1.7292e-06    2.2689e-07    2.3077e+01    5.0312e-07    2.9496e-07    2.6988e-01    7.3012e-01    1.5875e-01    8.4125e-01    4.6510e-01    5.3490e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.5661e+01    3.1680e+00    4.6724e-06    1.3244e+01    3.1669e-05    1.0584e-05    4.3320e-06    4.9812e+00    5.9484e-05    2.6089e-05    4.8427e-06    1.7379e+01    1.7749e-05    8.3596e-06    3.9023e-06    4.6935e+00    6.7283e-05    2.4942e-05    4.8640e-06    1.5371e+01    2.2809e-05    9.4931e-06    4.9050e-06    4.9050e-06    5.2055e-05    2.5578e-05    4.4113e-06    2.1648e+01    8.7979e-06    6.1132e-06    3.3355e-01    6.6645e-01    1.9923e-01    8.0077e-01    5.2874e-01    4.7126e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.7332e+01    3.5723e+00    5.0855e-05    1.4386e+01    2.9245e-04    1.0604e-04    6.1951e-05    6.3886e+00    6.5270e-04    2.9083e-04    4.5755e-05    1.8062e+01    1.2689e-04    7.5992e-05    5.9607e-05    6.0244e+00    7.6610e-04    2.9674e-04    4.9107e-05    1.6056e+01    1.9786e-04    9.1744e-05    5.8897e-05    5.8897e-05    4.8206e-04    2.4680e-04    4.1407e-05    2.2879e+01    6.9698e-05    5.4292e-05    3.1486e-01    6.8514e-01    1.6646e-01    8.3354e-01    5.4018e-01    4.5982e-01    
